Loaded 7,473 train + 1,319 test = 8,792 total rows

Loading model: Qwen/Qwen2.5-7B-Instruct
Model loaded.

── Building next_subquestion_pairs_gsm8k_v2.csv ──
  [4509/8792] Generating subquestions (2 steps)...
  [4510/8792] Generating subquestions (4 steps)...
  [4511/8792] Generating subquestions (3 steps)...
  [4512/8792] Generating subquestions (4 steps)...
  [4513/8792] Generating subquestions (5 steps)...
  [4514/8792] Generating subquestions (3 steps)...
  [4515/8792] Generating subquestions (4 steps)...
  [4516/8792] Generating subquestions (4 steps)...
  [4517/8792] Generating subquestions (5 steps)...
  [4518/8792] Generating subquestions (6 steps)...
  [4519/8792] Generating subquestions (6 steps)...
  [4520/8792] Generating subquestions (2 steps)...
  [4521/8792] Generating subquestions (3 steps)...
  [4522/8792] Generating subquestions (4 steps)...
  [4523/8792] Generating subquestions (2 steps)...
  [4524/8792] Generating subquestions (3 steps)...
  [4525/8792] Generating subquestions (3 steps)...
  [4526/8792] Generating subquestions (4 steps)...
  [4527/8792] Generating subquestions (4 steps)...
  [4528/8792] Generating subquestions (3 steps)...
  [4529/8792] Generating subquestions (2 steps)...
  [4530/8792] Generating subquestions (3 steps)...
  [4531/8792] Generating subquestions (3 steps)...
  [4532/8792] Generating subquestions (3 steps)...
  [4533/8792] Generating subquestions (7 steps)...
  [4534/8792] Generating subquestions (4 steps)...
  [4535/8792] Generating subquestions (2 steps)...
  [4536/8792] Generating subquestions (4 steps)...
  [4537/8792] Generating subquestions (3 steps)...
  [4538/8792] Generating subquestions (2 steps)...
  [4539/8792] Generating subquestions (4 steps)...
  [4540/8792] Generating subquestions (4 steps)...
  [4541/8792] Generating subquestions (3 steps)...
  [4542/8792] Generating subquestions (2 steps)...
  [4543/8792] Generating subquestions (2 steps)...
  [4545/8792] Generating subquestions (3 steps)...
  [4546/8792] Generating subquestions (6 steps)...
  [4547/8792] Generating subquestions (3 steps)...
  [4548/8792] Generating subquestions (2 steps)...
  [4549/8792] Generating subquestions (2 steps)...
  [4550/8792] Generating subquestions (2 steps)...
  [4551/8792] Generating subquestions (4 steps)...
  [4552/8792] Generating subquestions (2 steps)...
  [4553/8792] Generating subquestions (4 steps)...
  [4554/8792] Generating subquestions (3 steps)...
  [4555/8792] Generating subquestions (7 steps)...
  [4557/8792] Generating subquestions (3 steps)...
  [4558/8792] Generating subquestions (5 steps)...
  [4559/8792] Generating subquestions (6 steps)...
  [4561/8792] Generating subquestions (2 steps)...
  [4562/8792] Generating subquestions (3 steps)...
  [4563/8792] Generating subquestions (2 steps)...
  [4564/8792] Generating subquestions (5 steps)...
  [4566/8792] Generating subquestions (3 steps)...
  [4567/8792] Generating subquestions (5 steps)...
  [4568/8792] Generating subquestions (5 steps)...
  [4570/8792] Generating subquestions (5 steps)...
  [4571/8792] Generating subquestions (4 steps)...
  [4572/8792] Generating subquestions (4 steps)...
  [4573/8792] Generating subquestions (7 steps)...
  [4574/8792] Generating subquestions (3 steps)...
  [4575/8792] Generating subquestions (2 steps)...
  [4576/8792] Generating subquestions (6 steps)...
  [4577/8792] Generating subquestions (2 steps)...
  [4578/8792] Generating subquestions (2 steps)...
  [4579/8792] Generating subquestions (2 steps)...
  [4580/8792] Generating subquestions (2 steps)...
  [4581/8792] Generating subquestions (2 steps)...
  [4582/8792] Generating subquestions (3 steps)...
  [4583/8792] Generating subquestions (3 steps)...
  [4584/8792] Generating subquestions (5 steps)...
  [4585/8792] Generating subquestions (2 steps)...
  [4586/8792] Generating subquestions (2 steps)...
  [4587/8792] Generating subquestions (2 steps)...
  [4588/8792] Generating subquestions (4 steps)...
  [4589/8792] Generating subquestions (4 steps)...
  [4590/8792] Generating subquestions (4 steps)...
  [4591/8792] Generating subquestions (4 steps)...
  [4592/8792] Generating subquestions (6 steps)...
  [4593/8792] Generating subquestions (5 steps)...
  [4594/8792] Generating subquestions (4 steps)...
  [4595/8792] Generating subquestions (5 steps)...
  [4596/8792] Generating subquestions (2 steps)...
  [4598/8792] Generating subquestions (5 steps)...
  [4599/8792] Generating subquestions (5 steps)...
  [4600/8792] Generating subquestions (2 steps)...
  [4601/8792] Generating subquestions (3 steps)...
  [4602/8792] Generating subquestions (2 steps)...
  [4603/8792] Generating subquestions (2 steps)...
  [4604/8792] Generating subquestions (4 steps)...
  [4605/8792] Generating subquestions (3 steps)...
  [4606/8792] Generating subquestions (4 steps)...
  [4607/8792] Generating subquestions (2 steps)...
  [4608/8792] Generating subquestions (4 steps)...
  [4609/8792] Generating subquestions (2 steps)...
  [4610/8792] Generating subquestions (3 steps)...
  [4611/8792] Generating subquestions (4 steps)...
  [4612/8792] Generating subquestions (3 steps)...
  [4613/8792] Generating subquestions (3 steps)...
  [4614/8792] Generating subquestions (3 steps)...
  [4615/8792] Generating subquestions (2 steps)...
  [4616/8792] Generating subquestions (2 steps)...
  [4617/8792] Generating subquestions (4 steps)...
  [4618/8792] Generating subquestions (3 steps)...
  [4619/8792] Generating subquestions (4 steps)...
  [4620/8792] Generating subquestions (2 steps)...
  [4621/8792] Generating subquestions (4 steps)...
  [4622/8792] Generating subquestions (5 steps)...
  [4623/8792] Generating subquestions (2 steps)...
  [4624/8792] Generating subquestions (2 steps)...
  [4625/8792] Generating subquestions (3 steps)...
  [4626/8792] Generating subquestions (3 steps)...
  [4627/8792] Generating subquestions (3 steps)...
  [4628/8792] Generating subquestions (5 steps)...
  [4629/8792] Generating subquestions (4 steps)...
  [4630/8792] Generating subquestions (2 steps)...
  [4631/8792] Generating subquestions (4 steps)...
  [4632/8792] Generating subquestions (6 steps)...
  [4633/8792] Generating subquestions (2 steps)...
  [4634/8792] Generating subquestions (5 steps)...
  [4635/8792] Generating subquestions (2 steps)...
  [4636/8792] Generating subquestions (3 steps)...
  [4637/8792] Generating subquestions (3 steps)...
  [4638/8792] Generating subquestions (2 steps)...
  [4639/8792] Generating subquestions (5 steps)...
  [4640/8792] Generating subquestions (5 steps)...
  [4641/8792] Generating subquestions (3 steps)...
  [4642/8792] Generating subquestions (3 steps)...
  [4643/8792] Generating subquestions (2 steps)...
  [4644/8792] Generating subquestions (2 steps)...
  [4645/8792] Generating subquestions (2 steps)...
  [4646/8792] Generating subquestions (4 steps)...
  [4647/8792] Generating subquestions (2 steps)...
  [4648/8792] Generating subquestions (2 steps)...
  [4649/8792] Generating subquestions (4 steps)...
  [4650/8792] Generating subquestions (2 steps)...
  [4651/8792] Generating subquestions (2 steps)...
  [4652/8792] Generating subquestions (4 steps)...
  [4653/8792] Generating subquestions (2 steps)...
  [4656/8792] Generating subquestions (2 steps)...
  [4657/8792] Generating subquestions (4 steps)...
  [4658/8792] Generating subquestions (3 steps)...
  [4659/8792] Generating subquestions (3 steps)...
  [4660/8792] Generating subquestions (4 steps)...
  [4661/8792] Generating subquestions (4 steps)...
  [4662/8792] Generating subquestions (3 steps)...
  [4663/8792] Generating subquestions (4 steps)...
  [4664/8792] Generating subquestions (4 steps)...
  [4665/8792] Generating subquestions (5 steps)...
  [4666/8792] Generating subquestions (4 steps)...
  [4667/8792] Generating subquestions (3 steps)...
  [4668/8792] Generating subquestions (5 steps)...
  [4669/8792] Generating subquestions (4 steps)...
  [4670/8792] Generating subquestions (4 steps)...
  [4671/8792] Generating subquestions (2 steps)...
  [4672/8792] Generating subquestions (2 steps)...
  [4673/8792] Generating subquestions (4 steps)...
  [4674/8792] Generating subquestions (5 steps)...
  [4675/8792] Generating subquestions (2 steps)...
  [4676/8792] Generating subquestions (4 steps)...
  [4677/8792] Generating subquestions (6 steps)...
  [4679/8792] Generating subquestions (3 steps)...
  [4680/8792] Generating subquestions (2 steps)...
  [4681/8792] Generating subquestions (3 steps)...
  [4682/8792] Generating subquestions (3 steps)...
  [4683/8792] Generating subquestions (6 steps)...
  [4686/8792] Generating subquestions (2 steps)...
  [4687/8792] Generating subquestions (3 steps)...
  [4690/8792] Generating subquestions (2 steps)...
  [4691/8792] Generating subquestions (2 steps)...
  [4692/8792] Generating subquestions (3 steps)...
  [4693/8792] Generating subquestions (4 steps)...
  [4694/8792] Generating subquestions (2 steps)...
  [4695/8792] Generating subquestions (6 steps)...
  [4696/8792] Generating subquestions (4 steps)...
  [4697/8792] Generating subquestions (3 steps)...
  [4698/8792] Generating subquestions (4 steps)...
  [4699/8792] Generating subquestions (3 steps)...
  [4700/8792] Generating subquestions (2 steps)...
  [4701/8792] Generating subquestions (3 steps)...
  [4702/8792] Generating subquestions (3 steps)...
  [4703/8792] Generating subquestions (3 steps)...
  [4704/8792] Generating subquestions (5 steps)...
  [4705/8792] Generating subquestions (3 steps)...
  [4706/8792] Generating subquestions (3 steps)...
  [4707/8792] Generating subquestions (2 steps)...
  [4708/8792] Generating subquestions (4 steps)...
  [4709/8792] Generating subquestions (2 steps)...
  [4710/8792] Generating subquestions (3 steps)...
  [4711/8792] Generating subquestions (3 steps)...
  [4712/8792] Generating subquestions (3 steps)...
  [4713/8792] Generating subquestions (3 steps)...
  [4714/8792] Generating subquestions (2 steps)...
  [4715/8792] Generating subquestions (2 steps)...
  [4716/8792] Generating subquestions (5 steps)...
  [4717/8792] Generating subquestions (4 steps)...
  [4718/8792] Generating subquestions (2 steps)...
  [4719/8792] Generating subquestions (4 steps)...
  [4720/8792] Generating subquestions (4 steps)...
  [4721/8792] Generating subquestions (4 steps)...
  [4722/8792] Generating subquestions (2 steps)...
  [4723/8792] Generating subquestions (4 steps)...
  [4724/8792] Generating subquestions (2 steps)...
  [4725/8792] Generating subquestions (4 steps)...
  [4726/8792] Generating subquestions (2 steps)...
  [4727/8792] Generating subquestions (3 steps)...
  [4728/8792] Generating subquestions (2 steps)...
  [4729/8792] Generating subquestions (2 steps)...
  [4730/8792] Generating subquestions (3 steps)...
  [4731/8792] Generating subquestions (5 steps)...
  [4732/8792] Generating subquestions (5 steps)...
  [4733/8792] Generating subquestions (3 steps)...
  [4734/8792] Generating subquestions (2 steps)...
  [4735/8792] Generating subquestions (4 steps)...
  [4736/8792] Generating subquestions (3 steps)...
  [4737/8792] Generating subquestions (2 steps)...
  [4738/8792] Generating subquestions (6 steps)...
  [4739/8792] Generating subquestions (5 steps)...
  [4741/8792] Generating subquestions (3 steps)...
  [4742/8792] Generating subquestions (2 steps)...
  [4743/8792] Generating subquestions (5 steps)...
  [4744/8792] Generating subquestions (3 steps)...
  [4745/8792] Generating subquestions (4 steps)...
  [4746/8792] Generating subquestions (2 steps)...
  [4747/8792] Generating subquestions (3 steps)...
  [4748/8792] Generating subquestions (4 steps)...
  [4749/8792] Generating subquestions (3 steps)...
  [4750/8792] Generating subquestions (2 steps)...
  [4751/8792] Generating subquestions (4 steps)...
  [4752/8792] Generating subquestions (3 steps)...
  [4754/8792] Generating subquestions (2 steps)...
  [4755/8792] Generating subquestions (3 steps)...
  [4756/8792] Generating subquestions (2 steps)...
  [4757/8792] Generating subquestions (3 steps)...
  [4758/8792] Generating subquestions (5 steps)...
  [4759/8792] Generating subquestions (3 steps)...
  [4760/8792] Generating subquestions (2 steps)...
  [4761/8792] Generating subquestions (4 steps)...
  [4762/8792] Generating subquestions (3 steps)...
  [4763/8792] Generating subquestions (5 steps)...
  [4764/8792] Generating subquestions (2 steps)...
  [4765/8792] Generating subquestions (2 steps)...
  [4766/8792] Generating subquestions (3 steps)...
  [4767/8792] Generating subquestions (3 steps)...
  [4768/8792] Generating subquestions (3 steps)...
  [4769/8792] Generating subquestions (2 steps)...
  [4770/8792] Generating subquestions (7 steps)...
  [4771/8792] Generating subquestions (4 steps)...
  [4772/8792] Generating subquestions (3 steps)...
  [4773/8792] Generating subquestions (4 steps)...
  [4774/8792] Generating subquestions (3 steps)...
  [4775/8792] Generating subquestions (4 steps)...
  [4776/8792] Generating subquestions (2 steps)...
  [4777/8792] Generating subquestions (3 steps)...
  [4778/8792] Generating subquestions (6 steps)...
  [4779/8792] Generating subquestions (2 steps)...
  [4780/8792] Generating subquestions (6 steps)...
  [4781/8792] Generating subquestions (3 steps)...
  [4782/8792] Generating subquestions (3 steps)...
  [4783/8792] Generating subquestions (3 steps)...
  [4784/8792] Generating subquestions (2 steps)...
  [4785/8792] Generating subquestions (4 steps)...
  [4786/8792] Generating subquestions (2 steps)...
  [4787/8792] Generating subquestions (3 steps)...
  [4788/8792] Generating subquestions (5 steps)...
  [4789/8792] Generating subquestions (4 steps)...
  [4790/8792] Generating subquestions (2 steps)...
  [4791/8792] Generating subquestions (3 steps)...
  [4792/8792] Generating subquestions (4 steps)...
  [4793/8792] Generating subquestions (3 steps)...
  [4794/8792] Generating subquestions (7 steps)...
  [4795/8792] Generating subquestions (3 steps)...
  [4796/8792] Generating subquestions (8 steps)...
  [4797/8792] Generating subquestions (2 steps)...
  [4798/8792] Generating subquestions (4 steps)...
  [4799/8792] Generating subquestions (4 steps)...
  [4800/8792] Generating subquestions (4 steps)...
  [4801/8792] Generating subquestions (4 steps)...
  [4802/8792] Generating subquestions (2 steps)...
